Pokemon,Gender,Location,Version,Chance,Condition,Max Level,Min Level,Method,Evolves From
onix,4,kanto-victory-road-1-2f,heartgold,1,,36,36,walk,
onix,4,kanto-victory-road-1-2f,soulsilver,1,,36,36,walk,
onix,4,kanto-victory-road-1-3f,gold,5,,36,36,walk,
onix,4,kanto-victory-road-1-3f,silver,5,,36,36,walk,
onix,4,kanto-victory-road-1-3f,crystal,20,time-night,32,32,walk,
onix,4,kanto-victory-road-1-3f,heartgold,1,,36,36,walk,
onix,4,kanto-victory-road-1-3f,soulsilver,1,,36,36,walk,
onix,4,rock-tunnel-b2f,red,4,,13,13,walk,
onix,4,rock-tunnel-b2f,blue,4,,13,13,walk,
onix,4,rock-tunnel-b2f,yellow,1,,22,22,walk,
onix,4,kanto-victory-road-2-1f,red,10,,42,42,walk,
onix,4,kanto-victory-road-2-1f,blue,10,,42,42,walk,
onix,4,kanto-victory-road-2-1f,yellow,5,,45,45,walk,
onix,4,kanto-victory-road-2-1f,firered,10,,46,46,walk,
onix,4,kanto-victory-road-2-1f,leafgreen,10,,46,46,walk,
onix,4,kanto-victory-road-2-2f,red,10,,42,42,walk,
onix,4,kanto-victory-road-2-2f,blue,10,,42,42,walk,
onix,4,kanto-victory-road-2-2f,yellow,5,,47,47,walk,
onix,4,kanto-victory-road-2-2f,firered,10,,48,48,walk,
onix,4,kanto-victory-road-2-2f,leafgreen,10,,48,48,walk,
onix,4,kanto-victory-road-2-3f,red,10,,45,45,walk,
onix,4,kanto-victory-road-2-3f,blue,10,,45,45,walk,
onix,4,kanto-victory-road-2-3f,yellow,10,,49,49,walk,
onix,4,kanto-victory-road-2-3f,firered,10,,46,46,walk,
onix,4,kanto-victory-road-2-3f,leafgreen,10,,46,46,walk,
onix,4,sevault-canyon-area,firered,5,,54,54,walk,
onix,4,sevault-canyon-area,leafgreen,5,,54,54,walk,
onix,4,relic-castle-c,black,5,,49,49,walk,
onix,4,relic-castle-c,white,5,,49,49,walk,
onix,4,glittering-cave-unknown-area-303,x,10,,17,17,walk,
onix,4,glittering-cave-unknown-area-303,y,10,,17,17,walk,
onix,4,johto-safari-zone-zone-wasteland,heartgold,10,time-night,17,17,walk,
onix,4,johto-safari-zone-zone-wasteland,soulsilver,10,time-night,17,17,walk,
drowzee,4,sinnoh-route-215-area,diamond,20,swarm-yes,20,20,walk,
drowzee,4,sinnoh-route-215-area,pearl,20,swarm-yes,20,20,walk,
drowzee,4,sinnoh-route-215-area,platinum,20,swarm-yes,20,20,walk,
drowzee,4,johto-route-34-area,gold,20,,12,12,walk,
drowzee,4,johto-route-34-area,silver,20,,12,12,walk,
drowzee,4,johto-route-34-area,crystal,30,time-night,12,12,walk,
drowzee,4,johto-route-34-area,heartgold,10,radio-off,12,12,walk,
drowzee,4,johto-route-34-area,soulsilver,10,radio-off,12,12,walk,
drowzee,4,johto-route-35-area,gold,20,"swarm-no, time-night",14,14,walk,
drowzee,4,johto-route-35-area,silver,20,"swarm-no, time-night",14,14,walk,
drowzee,4,johto-route-35-area,crystal,30,"swarm-no, time-night",12,12,walk,
drowzee,4,johto-route-35-area,heartgold,10,radio-off,14,14,walk,
drowzee,4,johto-route-35-area,soulsilver,10,radio-off,14,14,walk,
drowzee,4,kanto-route-6-area,crystal,30,time-night,13,13,walk,
drowzee,4,kanto-route-11-area,red,1,,15,15,walk,
drowzee,4,kanto-route-11-area,blue,1,,15,15,walk,
drowzee,4,kanto-route-11-area,yellow,4,,19,19,walk,
drowzee,4,kanto-route-11-area,gold,10,,16,16,walk,
drowzee,4,kanto-route-11-area,silver,10,,16,16,walk,
drowzee,4,kanto-route-11-area,crystal,30,time-night,14,14,walk,
drowzee,4,kanto-route-11-area,firered,1,,15,15,walk,
drowzee,4,kanto-route-11-area,leafgreen,1,,15,15,walk,
drowzee,4,kanto-route-11-area,heartgold,5,,16,16,walk,
drowzee,4,kanto-route-11-area,soulsilver,5,,16,16,walk,
drowzee,4,berry-forest-area,firered,10,,34,34,walk,
drowzee,4,berry-forest-area,leafgreen,10,,34,34,walk,
drowzee,4,johto-safari-zone-zone-swamp,heartgold,10,time-night,17,17,walk,
drowzee,4,johto-safari-zone-zone-swamp,soulsilver,10,time-night,17,17,walk,
hypno,4,kanto-route-11-area,gold,1,,16,16,walk,"{'name': 'drowzee', 'url': 'https://pokeapi.co/api/v2/pokemon-species/96/'}"
hypno,4,kanto-route-11-area,silver,1,,16,16,walk,"{'name': 'drowzee', 'url': 'https://pokeapi.co/api/v2/pokemon-species/96/'}"
hypno,4,kanto-route-11-area,crystal,1,time-night,16,16,walk,"{'name': 'drowzee', 'url': 'https://pokeapi.co/api/v2/pokemon-species/96/'}"
hypno,4,kanto-route-11-area,heartgold,1,,16,16,walk,"{'name': 'drowzee', 'url': 'https://pokeapi.co/api/v2/pokemon-species/96/'}"
hypno,4,kanto-route-11-area,soulsilver,1,,16,16,walk,"{'name': 'drowzee', 'url': 'https://pokeapi.co/api/v2/pokemon-species/96/'}"
hypno,4,cerulean-cave-1f,red,20,,46,46,walk,"{'name': 'drowzee', 'url': 'https://pokeapi.co/api/v2/pokemon-species/96/'}"
hypno,4,cerulean-cave-1f,blue,20,,46,46,walk,"{'name': 'drowzee', 'url': 'https://pokeapi.co/api/v2/pokemon-species/96/'}"
hypno,4,johto-safari-zone-zone-swamp,heartgold,10,time-night,17,17,walk,"{'name': 'drowzee', 'url': 'https://pokeapi.co/api/v2/pokemon-species/96/'}"
hypno,4,johto-safari-zone-zone-swamp,soulsilver,10,time-night,17,17,walk,"{'name': 'drowzee', 'url': 'https://pokeapi.co/api/v2/pokemon-species/96/'}"
krabby,4,sinnoh-sea-route-226-area,diamond,20,swarm-yes,52,52,walk,
krabby,4,sinnoh-sea-route-226-area,pearl,20,swarm-yes,52,52,walk,
krabby,4,sinnoh-sea-route-226-area,platinum,20,swarm-yes,49,49,walk,
krabby,4,cherrygrove-city-area,gold,20,time-night,40,40,super-rod,
krabby,4,cherrygrove-city-area,silver,20,,40,40,super-rod,
krabby,4,cherrygrove-city-area,crystal,20,time-night,40,40,super-rod,
krabby,4,cherrygrove-city-area,heartgold,5,,40,40,super-rod,
krabby,4,cherrygrove-city-area,soulsilver,5,,40,40,super-rod,
krabby,4,union-cave-b2f,gold,20,time-night,40,40,super-rod,
krabby,4,union-cave-b2f,silver,20,,40,40,super-rod,
krabby,4,union-cave-b2f,crystal,20,time-night,40,40,super-rod,
krabby,4,union-cave-b2f,heartgold,5,,40,40,super-rod,
krabby,4,union-cave-b2f,soulsilver,5,,40,40,super-rod,
krabby,4,johto-route-34-area,gold,20,time-night,40,40,super-rod,
krabby,4,johto-route-34-area,silver,20,,40,40,super-rod,
krabby,4,johto-route-34-area,crystal,20,time-night,40,40,super-rod,
krabby,4,johto-route-34-area,heartgold,5,,40,40,super-rod,
krabby,4,johto-route-34-area,soulsilver,5,,40,40,super-rod,
krabby,4,olivine-city-area,gold,20,time-night,40,40,super-rod,
krabby,4,olivine-city-area,silver,20,,40,40,super-rod,
krabby,4,olivine-city-area,crystal,20,time-night,40,40,super-rod,
krabby,4,olivine-city-area,heartgold,5,,40,40,super-rod,
krabby,4,olivine-city-area,soulsilver,5,,40,40,super-rod,
krabby,4,johto-sea-route-40-area,heartgold,5,,40,40,super-rod,
krabby,4,johto-sea-route-40-area,soulsilver,5,,40,40,super-rod,
krabby,4,whirl-islands-1f,gold,40,,40,40,super-rod,
krabby,4,whirl-islands-1f,silver,40,,40,40,super-rod,
krabby,4,whirl-islands-1f,crystal,40,,40,40,super-rod,
krabby,4,whirl-islands-1f,heartgold,40,,40,40,super-rod,
krabby,4,whirl-islands-1f,soulsilver,40,,40,40,super-rod,
krabby,4,whirl-islands-b1f,gold,20,,25,25,walk,
krabby,4,whirl-islands-b1f,silver,20,,25,25,walk,
krabby,4,whirl-islands-b1f,crystal,10,time-night,25,25,walk,
krabby,4,whirl-islands-b1f,heartgold,10,radio-off,24,24,walk,
krabby,4,whirl-islands-b1f,soulsilver,10,radio-off,24,24,walk,
krabby,4,whirl-islands-b2f,gold,40,,40,40,super-rod,
krabby,4,whirl-islands-b2f,silver,40,,40,40,super-rod,
krabby,4,whirl-islands-b2f,crystal,40,,40,40,super-rod,
krabby,4,whirl-islands-b2f,heartgold,40,,40,40,super-rod,
krabby,4,whirl-islands-b2f,soulsilver,40,,40,40,super-rod,
krabby,4,whirl-islands-b3f,gold,40,,40,40,super-rod,
krabby,4,whirl-islands-b3f,silver,40,,40,40,super-rod,
krabby,4,whirl-islands-b3f,crystal,40,,40,40,super-rod,
krabby,4,whirl-islands-b3f,heartgold,10,radio-off,25,25,walk,
krabby,4,whirl-islands-b3f,soulsilver,10,radio-off,25,25,walk,
krabby,4,seafoam-islands-1f,blue,10,,28,28,walk,
krabby,4,seafoam-islands-1f,yellow,15,,27,27,walk,
krabby,4,seafoam-islands-b1f,blue,10,,32,32,walk,
krabby,4,seafoam-islands-b1f,yellow,10,,28,28,walk,
krabby,4,seafoam-islands-b2f,blue,5,,30,30,walk,
krabby,4,seafoam-islands-b2f,yellow,5,,29,29,walk,
krabby,4,seafoam-islands-b3f,blue,5,,31,31,walk,
krabby,4,seafoam-islands-b3f,yellow,40,,25,25,super-rod,
krabby,4,seafoam-islands-b3f,firered,20,,15,5,good-rod,
krabby,4,seafoam-islands-b3f,leafgreen,30,,30,25,surf,
krabby,4,seafoam-islands-b4f,blue,15,,33,33,walk,
krabby,4,seafoam-islands-b4f,yellow,40,,25,25,super-rod,
krabby,4,seafoam-islands-b4f,firered,20,,15,5,good-rod,
krabby,4,seafoam-islands-b4f,leafgreen,30,,30,25,surf,
krabby,4,seafoam-islands-b4f,heartgold,5,,20,20,good-rod,
krabby,4,seafoam-islands-b4f,soulsilver,5,,20,20,good-rod,
krabby,4,kanto-route-12-area,red,17,,15,15,super-rod,
krabby,4,kanto-route-12-area,blue,17,,15,15,super-rod,
krabby,4,kanto-route-12-area,firered,20,,15,5,good-rod,
krabby,4,kanto-route-12-area,leafgreen,4,,35,25,super-rod,
krabby,4,kanto-sea-route-19-area,gold,20,time-night,40,40,super-rod,
krabby,4,kanto-sea-route-19-area,silver,20,,40,40,super-rod,
krabby,4,kanto-sea-route-19-area,crystal,20,time-night,40,40,super-rod,
krabby,4,kanto-sea-route-19-area,firered,20,,15,5,good-rod,
krabby,4,kanto-sea-route-19-area,leafgreen,40,,25,15,super-rod,
krabby,4,kanto-sea-route-20-area,firered,20,,15,5,good-rod,
krabby,4,kanto-sea-route-20-area,leafgreen,40,,25,15,super-rod,
krabby,4,cinnabar-island-area,firered,20,,15,5,good-rod,
krabby,4,cinnabar-island-area,leafgreen,40,,25,15,super-rod,
krabby,4,cerulean-city-area,red,25,,15,15,super-rod,
krabby,4,cerulean-city-area,blue,25,,15,15,super-rod,
krabby,4,cerulean-city-area,firered,20,,15,5,good-rod,
krabby,4,cerulean-city-area,leafgreen,4,,35,25,super-rod,
krabby,4,vermilion-city-area,red,17,,15,15,super-rod,
krabby,4,vermilion-city-area,blue,17,,15,15,super-rod,
krabby,4,vermilion-city-area,firered,20,,15,5,good-rod,
krabby,4,vermilion-city-area,leafgreen,40,,25,15,super-rod,
krabby,4,fuchsia-city-area,red,17,,15,15,super-rod,
krabby,4,fuchsia-city-area,blue,17,,15,15,super-rod,
krabby,4,pallet-town-area,firered,20,,15,5,good-rod,
krabby,4,pallet-town-area,leafgreen,40,,25,15,super-rod,
krabby,4,kanto-route-4-area,firered,20,,15,5,good-rod,
krabby,4,kanto-route-4-area,leafgreen,4,,35,25,super-rod,
krabby,4,kanto-route-6-area,red,17,,15,15,super-rod,
krabby,4,kanto-route-6-area,blue,17,,15,15,super-rod,
krabby,4,kanto-route-10-area,yellow,30,,20,20,super-rod,
krabby,4,kanto-route-10-area,firered,20,,15,5,good-rod,
krabby,4,kanto-route-10-area,leafgreen,4,,35,25,super-rod,
krabby,4,kanto-route-11-area,red,17,,15,15,super-rod,
krabby,4,kanto-route-11-area,blue,17,,15,15,super-rod,
krabby,4,kanto-route-11-area,firered,20,,15,5,good-rod,
krabby,4,kanto-route-11-area,leafgreen,4,,35,25,super-rod,
krabby,4,kanto-route-13-area,red,17,,15,15,super-rod,
krabby,4,kanto-route-13-area,blue,17,,15,15,super-rod,
krabby,4,kanto-route-13-area,firered,20,,15,5,good-rod,
krabby,4,kanto-route-13-area,leafgreen,4,,35,25,super-rod,
krabby,4,kanto-route-17-area,red,17,,15,15,super-rod,
krabby,4,kanto-route-17-area,blue,17,,15,15,super-rod,
krabby,4,kanto-route-18-area,red,17,,15,15,super-rod,
krabby,4,kanto-route-18-area,blue,17,,15,15,super-rod,
krabby,4,kanto-sea-route-21-area,firered,20,,15,5,good-rod,
krabby,4,kanto-sea-route-21-area,leafgreen,40,,25,15,super-rod,
krabby,4,kanto-route-24-area,red,25,,15,15,super-rod,
krabby,4,kanto-route-24-area,blue,25,,15,15,super-rod,
krabby,4,kanto-route-24-area,firered,20,,15,5,good-rod,
krabby,4,kanto-route-24-area,leafgreen,4,,35,25,super-rod,
krabby,4,kanto-route-25-area,red,25,,15,15,super-rod,
krabby,4,kanto-route-25-area,blue,25,,15,15,super-rod,
krabby,4,kanto-route-25-area,yellow,30,,15,15,super-rod,
krabby,4,kanto-safari-zone-middle,red,17,,15,15,super-rod,
krabby,4,kanto-safari-zone-middle,blue,17,,15,15,super-rod,
krabby,4,kanto-safari-zone-area-1-east,red,17,,15,15,super-rod,
krabby,4,kanto-safari-zone-area-1-east,blue,17,,15,15,super-rod,
krabby,4,kanto-safari-zone-area-2-north,red,17,,15,15,super-rod,
krabby,4,kanto-safari-zone-area-2-north,blue,17,,15,15,super-rod,
krabby,4,kanto-safari-zone-area-3-west,red,17,,15,15,super-rod,
krabby,4,kanto-safari-zone-area-3-west,blue,17,,15,15,super-rod,
krabby,4,vermilion-city-ss-anne-dock,red,17,,15,15,super-rod,
krabby,4,vermilion-city-ss-anne-dock,blue,17,,15,15,super-rod,
krabby,4,ss-anne-area,firered,20,,15,5,good-rod,
krabby,4,ss-anne-area,leafgreen,4,,35,25,super-rod,
krabby,4,icefall-cave-waterfall,leafgreen,40,,25,15,super-rod,
krabby,4,kindle-road-area,leafgreen,40,,25,15,super-rod,
krabby,4,treasure-beach-area,leafgreen,40,,25,15,super-rod,
krabby,4,bond-bridge-area,leafgreen,40,,25,15,super-rod,
krabby,4,resort-gorgeous-area,leafgreen,40,,25,15,super-rod,
krabby,4,water-labyrinth-area,leafgreen,40,,25,15,super-rod,
krabby,4,five-isle-meadow-area,leafgreen,40,,25,15,super-rod,
krabby,4,memorial-pillar-area,leafgreen,40,,25,15,super-rod,
krabby,4,outcast-island-area,leafgreen,40,,25,15,super-rod,
krabby,4,green-path-area,leafgreen,40,,25,15,super-rod,
krabby,4,water-path-area,leafgreen,40,,25,15,super-rod,
krabby,4,trainer-tower-area,leafgreen,40,,25,15,super-rod,
krabby,4,tanoby-ruins-area,leafgreen,40,,25,15,super-rod,
krabby,4,one-island-area,leafgreen,40,,25,15,super-rod,
krabby,4,five-island-area,leafgreen,40,,25,15,super-rod,
krabby,4,driftveil-city-area,black,15,,55,35,super-rod,
krabby,4,driftveil-city-area,white,15,,55,35,super-rod,
krabby,4,unova-route-4-area,black,15,,55,35,super-rod,
krabby,4,unova-route-4-area,white,15,,55,35,super-rod,
krabby,4,unova-route-13-area,black,15,,55,35,super-rod,
krabby,4,unova-route-13-area,white,15,,55,35,super-rod,
krabby,4,johto-safari-zone-zone-mountain,heartgold,10,time-night,17,17,walk,
krabby,4,johto-safari-zone-zone-mountain,soulsilver,10,time-night,17,17,walk,
krabby,4,johto-safari-zone-zone-rocky-beach,heartgold,10,,25,25,good-rod,
krabby,4,johto-safari-zone-zone-rocky-beach,soulsilver,10,,25,25,good-rod,
kingler,4,cherrygrove-city-area,gold,10,time-night,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,cherrygrove-city-area,silver,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,cherrygrove-city-area,crystal,10,time-night,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,cherrygrove-city-area,heartgold,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,cherrygrove-city-area,soulsilver,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,union-cave-b2f,gold,10,time-night,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,union-cave-b2f,silver,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,union-cave-b2f,crystal,10,time-night,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,union-cave-b2f,heartgold,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,union-cave-b2f,soulsilver,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,johto-route-34-area,gold,10,time-night,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,johto-route-34-area,silver,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,johto-route-34-area,crystal,10,time-night,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,johto-route-34-area,heartgold,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,johto-route-34-area,soulsilver,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,olivine-city-area,gold,10,time-night,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,olivine-city-area,silver,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,olivine-city-area,crystal,10,time-night,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,olivine-city-area,heartgold,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,olivine-city-area,soulsilver,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,johto-sea-route-40-area,gold,10,time-night,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,johto-sea-route-40-area,silver,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,johto-sea-route-40-area,crystal,10,time-night,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,johto-sea-route-40-area,heartgold,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,johto-sea-route-40-area,soulsilver,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,whirl-islands-1f,gold,20,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,whirl-islands-1f,silver,20,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,whirl-islands-1f,crystal,20,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,whirl-islands-1f,heartgold,5,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,whirl-islands-1f,soulsilver,5,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,whirl-islands-b2f,gold,20,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,whirl-islands-b2f,silver,20,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,whirl-islands-b2f,crystal,20,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,whirl-islands-b2f,heartgold,5,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,whirl-islands-b2f,soulsilver,5,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,whirl-islands-b3f,gold,20,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,whirl-islands-b3f,silver,20,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,whirl-islands-b3f,crystal,20,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,cianwood-city-area,gold,10,time-night,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,cianwood-city-area,silver,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,cianwood-city-area,crystal,10,time-night,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,cianwood-city-area,heartgold,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,cianwood-city-area,soulsilver,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,seafoam-islands-b1f,blue,1,,37,37,walk,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,seafoam-islands-b1f,yellow,5,,28,28,walk,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,seafoam-islands-b2f,yellow,10,,28,28,walk,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,seafoam-islands-b3f,blue,4,,39,39,walk,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,seafoam-islands-b3f,yellow,20,,35,35,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,seafoam-islands-b4f,yellow,20,,35,35,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,seafoam-islands-b4f,heartgold,15,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,seafoam-islands-b4f,soulsilver,15,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,kanto-sea-route-19-area,gold,10,time-night,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,kanto-sea-route-19-area,silver,10,,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,kanto-sea-route-19-area,crystal,10,time-night,40,40,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,kanto-sea-route-19-area,leafgreen,4,,35,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,kanto-sea-route-20-area,leafgreen,4,,35,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,pallet-town-area,leafgreen,4,,35,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,kanto-route-10-area,yellow,10,,25,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,kanto-sea-route-21-area,leafgreen,4,,35,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,kanto-route-25-area,yellow,10,,25,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,cerulean-cave-1f,red,8,,23,23,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,cerulean-cave-1f,blue,8,,23,23,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,cerulean-cave-b1f,red,8,,23,23,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,cerulean-cave-b1f,blue,8,,23,23,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,kanto-route-23-area,red,8,,23,23,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,kanto-route-23-area,blue,8,,23,23,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,icefall-cave-waterfall,leafgreen,4,,35,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,kindle-road-area,leafgreen,4,,35,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,treasure-beach-area,leafgreen,4,,35,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,bond-bridge-area,leafgreen,4,,35,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,resort-gorgeous-area,leafgreen,4,,35,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,water-labyrinth-area,leafgreen,4,,35,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,five-isle-meadow-area,leafgreen,4,,35,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,memorial-pillar-area,leafgreen,4,,35,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,outcast-island-area,leafgreen,4,,35,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,green-path-area,leafgreen,4,,35,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
kingler,4,water-path-area,leafgreen,4,,35,25,super-rod,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon-species/98/'}"
